url,company,make,model,version,price,price_financed,fuel,year,kms,power,doors,shift,color,photos,is_professional,dealer,province,country,publish_date,insert_date
a4be07a3c6a11f55bfe6f1256284aad8,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 280 CDI Avantgarde 4p.,3600,,Diésel,2006,500000,190,4,Automático,Blanco,0,False,63fb1088241b0acdd7987af0c1f4f7e6,Salamanca,Spain,2020-10-20 16:12:05,2021-01-15 00:00:00
27eee3bf2c5485f532d6190515d0e5de,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 250 4MATIC 5p.,38500,,Gasolina,2019,40500,224,5,Manual,Blanco (BLANCO),23,True,Mercedes Adarsa Valladolid (Grupo Adarsa),Valladolid,Spain,2020-12-28 10:35:34,2021-01-15 00:00:00
8dfda0014683d208413c978491227191,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 180 K CLASSIC 4p.,5700,,Gasolina,2004,250000,143,4,Manual,Negro,24,False,578ad8e10dc4edb52ff2bd4ec9bc93a3,Madrid,Spain,2020-12-13 14:41:31,2021-01-15 00:00:00
0247067295308cbb502183d21cfa6ba7,9881bcdd5a0ad4733037b3fb25e69c3a,VOLKSWAGEN,Caddy,VOLKSWAGEN Caddy Profesio Kombi 2.0 TDI 75kW BMT DSG,18500,,Diésel,2019,15477,102,4,Automático,Gris / Plata (8E8E Plata RÃ©flex metalizado),10,True,Jarmauto.Concesionario Oficial Audi-Volkswagen,Madrid,Spain,2021-01-07 17:48:53,2021-01-15 00:00:00
2e2fb09ad3cfae38941a9bf504455636,9881bcdd5a0ad4733037b3fb25e69c3a,FORD,Mondeo,FORD Mondeo 2.0 TDCi 150cv Titanium SportBreak 5p.,13900,,Diésel,2015,112000,150,5,Manual,Gris / Plata,4,False,ae1d4b431ead52e5ee1788010e8ec110,A Coruña,Spain,2020-12-29 21:36:32,2021-01-15 00:00:00
69877906c1d6553ef874a59d5960eaa3,9881bcdd5a0ad4733037b3fb25e69c3a,AUDI,A4,AUDI A4 1.9 TDI sport edition 4p.,1890,,Diésel,2004,410000,130,4,Manual,Negro,10,True,JBL Motors,Barcelona,Spain,2021-01-15 09:19:43,2021-01-15 00:00:00
dbd998d9969fc80a3ff04957476a9ab2,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 200 5p.,23490,21990,Gasolina,2018,28504,163,5,Manual,Gris / Plata,15,True,Flexicar Valencia,Valencia,Spain,2020-12-22 12:41:12,2021-01-15 00:00:00
836c2d4ff9e7795df5b5465fb7bd825e,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Vito,MERCEDES-BENZ Vito 114 CDI TD Tourer Base Larga,30800,29800,Diésel,2019,5000,136,4,Automático,Blanco,17,True,Autolica Industriales,Barcelona,Spain,2020-12-16 19:08:49,2021-01-15 00:00:00
c44a19f8d550c9c963d94ae0aa7907ac,9881bcdd5a0ad4733037b3fb25e69c3a,TOYOTA,Avensis,TOYOTA Avensis 1.6 16V Linea Luna 4p.,2200,,Gasolina,1999,164663,110,4,Manual,Gris / Plata,11,False,039ad3b31d8b0c83249a0a0215c4166a,Lugo,Spain,2020-11-22 20:40:04,2021-01-15 00:00:00
e3468911742fcb86a148f2de81392f18,9881bcdd5a0ad4733037b3fb25e69c3a,PEUGEOT,2008,PEUGEOT 2008 Signature 1.2 PureTech 60KW 82CV 5p.,15990,13990,Gasolina,2019,24755,82,5,Manual,Negro Perla Nera (metalizado),15,True,Royb Motor Sevilla,Sevilla,Spain,2020-12-25 16:50:46,2021-01-15 00:00:00
eb19b7b4fb0a9fe5d836fdb297f4f487,9881bcdd5a0ad4733037b3fb25e69c3a,BMW,Serie 3,BMW,3999,,Gasolina,1994,370,,2,Manual,Granate,8,False,5b35df5cff410c0e97957a53baee9e69,Madrid,Spain,2020-12-24 13:01:39,2021-01-15 00:00:00
a0d61a618e062b0fde3041ad53eaf0dc,9881bcdd5a0ad4733037b3fb25e69c3a,RENAULT,Mégane,RENAULT Megane Emotion 2008 1.4 16V 3p.,4500,4500,Gasolina,2008,102794,100,3,Manual,Gris / Plata,24,True,Yamovil,Madrid,Spain,2020-12-16 18:21:37,2021-01-15 00:00:00
7e24c9ebd232732489c6d2fd0d73e1ac,9881bcdd5a0ad4733037b3fb25e69c3a,VOLKSWAGEN,Golf,VOLKSWAGEN Golf Advance 1.6 TDI 110CV BMT 5p.,13250,13250,Diésel,2016,78000,110,5,Manual,Rojo,7,True,ALD Sevilla,Sevilla,Spain,2021-01-07 18:23:24,2021-01-15 00:00:00
60314662031b68c2d6f7831359ac531d,9881bcdd5a0ad4733037b3fb25e69c3a,LANCIA,Delta,LANCIA Delta 1.6 Multijet Silver 5p.,10000,8700,Diésel,2015,62870,105,5,Manual,Blanco,26,True,Yamovil,Madrid,Spain,2020-12-19 13:55:18,2021-01-15 00:00:00
4abe47bdb55298e2789cd815d36b2956,9881bcdd5a0ad4733037b3fb25e69c3a,CITROEN,Spacetourer,CITROEN Spacetourer Talla XL BlueHDi 110KW 150CV Business 4p.,25900,24700,Diésel,2020,7362,150,4,Manual,Amarillo,26,True,Mosancar,Madrid,Spain,2021-01-13 15:38:35,2021-01-15 00:00:00
6f29ffa9290151105a37dcfd33c24e70,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase E,MERCEDES-BENZ,6400,,Diésel,2004,138000,,5,Manual,Azul,9,False,3ab9071536d62f29aa8b3fd39141f6ad,Alicante,Spain,2020-12-17 23:12:52,2021-01-15 00:00:00
4a5e63c85ba25f2e0bf704328fbeb293,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 BlueTEC Elegance 4p.,22490,19990,Diésel,2015,69990,170,4,Automático,Azul,42,True,Flexicar Sevilla,Sevilla,Spain,2020-11-26 10:19:07,2021-01-15 00:00:00
1b9dbb665ab0d768e17aa4f702b8bc18,9881bcdd5a0ad4733037b3fb25e69c3a,NISSAN,QASHQAI,NISSAN QASHQAI DIGT 103 kW 140 CV E6D ACENTA 5p.,20900,18900,Gasolina,2020,3617,140,5,Manual,Blanco,9,True,Nissan Catac,Córdoba,Spain,2021-01-08 19:28:44,2021-01-15 00:00:00
82b343e8fc61ca18688e911203cb9a90,9881bcdd5a0ad4733037b3fb25e69c3a,BMW,Serie 7,BMW Serie 7 728I AUTO 4p.,5000,,Gasolina,1997,156000,193,4,Automático,Verde,10,True,Autos Abadia Toledo,Toledo,Spain,2020-12-21 13:53:09,2021-01-15 00:00:00
c8b4fbe570781c535b5a0969affaabe9,9881bcdd5a0ad4733037b3fb25e69c3a,RENAULT,Clio,RENAULT Clio Dynamique Energy TCe 90 eco2 Euro 6 5p.,9995,9500,Gasolina,2015,38978,90,5,Manual,Blanco,18,True,Automoviles Avenida,Barcelona,Spain,2020-12-17 19:37:40,2021-01-15 00:00:00
22d9d064fa6a5bbeeb3a8e43bfc7e99a,9881bcdd5a0ad4733037b3fb25e69c3a,HYUNDAI,H-1,HYUNDAI H1 2.5 CRDi Top 7 plazas 4p.,6000,,Diésel,2006,92000,140,4,Manual,Gris / Plata,4,False,40d8a832f8b7a98d1e0448ffc39cc98d,Las Palmas,Spain,2020-10-23 23:34:15,2021-01-15 00:00:00
2bba6aa94d9f5d9d0310576bbd1ae8e1,9881bcdd5a0ad4733037b3fb25e69c3a,RENAULT,Mégane,RENAULT,2400,,Diésel,2006,250000,,5,Manual,Azul,0,False,9135d8523ad3da99d8a4eb83afac13d1,Murcia,Spain,2020-09-04 07:56:19,2021-01-15 00:00:00
6e188685ca09e260389a8fa716291ce9,9881bcdd5a0ad4733037b3fb25e69c3a,SEAT,León,SEAT Leon ST 2.0 TSI 290cv StSp CUPRA 5p.,22900,,Gasolina,2016,42000,290,5,Manual,Rojo,11,False,177dacb14b34103960ec27ba29bd686b,Lugo,Spain,2021-01-03 17:13:47,2021-01-15 00:00:00
4b4ca5b869a163bf04cea32b9034cbd7,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C Coupe MercedesAMG C 43 4MATIC 2p.,67900,,Gasolina,2019,5000,390,2,Automático,Gris / Plata,22,True,J.M Automocion,Barcelona,Spain,2020-12-18 10:28:37,2021-01-15 00:00:00
b75144f7ed2a5e044c111300eab3e8dd,9881bcdd5a0ad4733037b3fb25e69c3a,VOLKSWAGEN,Golf,VOLKSWAGEN Golf 2.0 TSI 220cv DSG GTI BMT 3p.,26500,,Gasolina,2014,36500,220,3,Automático,Gris / Plata,11,False,44756b9285b6af9dccc3d92e08751814,Barcelona,Spain,2020-11-17 08:48:39,2021-01-15 00:00:00
8eba492945042c390b4775a08122b463,9881bcdd5a0ad4733037b3fb25e69c3a,BMW,X3,BMW X3 XDRIVE30D 5p.,40900,39700,Diésel,2018,88225,265,5,Automático,475 Black Sapphire (metalizado),15,True,Movijerez,Cádiz,Spain,2021-01-12 18:33:51,2021-01-15 00:00:00
cfbfacd07c0b64c35b832efe7470f4bc,9881bcdd5a0ad4733037b3fb25e69c3a,PORSCHE,Panamera,PORSCHE Panamera 4S Diesel 5p.,88000,83000,Diésel,2017,86000,422,5,Automático,Blanco,41,True,Flexicar Vizcaya,Vizcaya,Spain,2020-12-14 18:38:24,2021-01-15 00:00:00
2a2ef988624aa1ff9b1169e7d4437add,9881bcdd5a0ad4733037b3fb25e69c3a,BMW,Serie 1,BMW Serie 1  5p.,3700,,Diésel,2006,280000,,5,Manual,Azul,0,False,a7fc44290f691cd888b68b59eb4989a1,Badajoz,Spain,2021-01-11 19:42:08,2021-01-15 00:00:00
cc8f2567ba1c196941620a854f2b0a3b,9881bcdd5a0ad4733037b3fb25e69c3a,FORD,Transit,FORD Transit  3p.,4500,,Diésel,2011,740000,,3,Manual,Blanco,0,False,e0befa4b73c90d3697061c576f3fedf7,Tarragona,Spain,2020-11-19 09:17:26,2021-01-15 00:00:00
928bc9ace1c692fa923db3cf317390e4,9881bcdd5a0ad4733037b3fb25e69c3a,SUZUKI,Jimny,SUZUKI Jimny 1.5 DDiS Euro IV Techo Metalico 3p.,8900,,Diésel,2007,152000,86,3,Manual,Gris / Plata,16,True,SYJ Automóviles,Barcelona,Spain,2021-01-10 11:29:46,2021-01-15 00:00:00
bb749c1ea3fcc0ea18227616c27a61b9,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 200 d 4MATIC 5p.,44900,,Diésel,2019,11550,163,5,Automático,Blanco,54,True,Paddock Motors,Valencia,Spain,2021-01-11 19:57:50,2021-01-15 00:00:00
61e80fe8efdf5e048ab4937c8798b68f,9881bcdd5a0ad4733037b3fb25e69c3a,VOLKSWAGEN,Golf,VOLKSWAGEN Golf Advance 1.6 TDI 110CV BMT 5p.,13500,,Diésel,2016,105000,110,5,Manual,Azul,50,True,Prieto Automoviles,Ciudad Real,Spain,2020-12-26 19:52:41,2021-01-15 00:00:00
d2d5d68deb1d7531a144d51345c9c07a,9881bcdd5a0ad4733037b3fb25e69c3a,AUDI,Q7,AUDI Q7 3.0 TDI 218CV ultra quattro tiptronic 5p.,34900,,Diésel,2016,96000,218,5,Automático,Blanco,23,True,Autos Dominguez,Málaga,Spain,2021-01-14 07:44:43,2021-01-15 00:00:00
fa87a041f92236670ec4f76a8fc7c0c9,9881bcdd5a0ad4733037b3fb25e69c3a,HYUNDAI,i40,HYUNDAI i40 1.7 CRDi 115cv BlueDrive Klass 4p.,8990,7990,Diésel,2013,179980,115,4,Manual,Negro,23,True,Gestiauto.es,Salamanca,Spain,2020-12-30 20:05:52,2021-01-15 00:00:00
6cc827ffbfa75fd566d6cc447bab0dd2,9881bcdd5a0ad4733037b3fb25e69c3a,RENAULT,Koleos,RENAULT Koleos Dynamique dCi 150 4x2 5p.,9990,9490,Diésel,2012,109990,150,5,Manual,Negro,24,True,Flexicar Málaga,Málaga,Spain,2020-12-09 10:49:46,2021-01-15 00:00:00
340a3e6f050fa3d5431e5e5d5fc4e388,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 250 d 4MATIC 5p.,35600,34600,Diésel,2016,63455,204,5,Automático,Gris / Plata (GRIS SELENITA ),9,True,Tecfogamotor,Madrid,Spain,2021-01-07 09:18:40,2021-01-15 00:00:00
426cb546fe3bd9c183c14b5d203704d5,9881bcdd5a0ad4733037b3fb25e69c3a,VOLVO,XC60,VOLVO XC60 2.0 T5 AWD Momentum Auto 5p.,47900,45900,Gasolina,2019,25000,250,5,Automático,Charcoal (Textil/Vinilo),38,True,Automoviles Sanchez,Zaragoza,Spain,2021-01-13 19:35:33,2021-01-15 00:00:00
72f7c630c297e9582d4ce83f96edda17,9881bcdd5a0ad4733037b3fb25e69c3a,HYUNDAI,Santa Fe,HYUNDAI Santa Fe 2.2 CRDi Tecno 4x4 7S 5p.,25990,24990,Diésel,2018,35000,200,5,Automático,Rojo,8,True,Carplus iTenerife,Tenerife,Spain,2021-01-12 14:49:47,2021-01-15 00:00:00
17f087c542b1dcaa288ebe388660d847,9881bcdd5a0ad4733037b3fb25e69c3a,PEUGEOT,308,PEUGEOT 308 Nuevo 308 5p Access 1.6 HDi 92 FAP 5p.,8500,7500,Diésel,2014,110000,92,5,Manual,Negro,14,True,Quiles Concesionarios I,Madrid,Spain,2020-12-21 10:01:02,2021-01-15 00:00:00
f19c4d35616ffc9eb47e871bd798b9ac,9881bcdd5a0ad4733037b3fb25e69c3a,VOLKSWAGEN,Golf,VOLKSWAGEN Golf Business  Navi 1.6 TDI 110cv Bluemotion 5p.,15100,13100,Diésel,2016,25899,110,5,Manual,Negro,10,True,Subasta Car,Badajoz,Spain,2020-12-09 11:15:30,2021-01-15 00:00:00
f042616efae5215099a14906aad43208,9881bcdd5a0ad4733037b3fb25e69c3a,SEAT,ALTEA,SEAT ALTEA 1.6 102cv Reference 5p.,3590,,Gasolina,2006,148000,102,5,Automático,Rojo,4,True,Dv Motor,Málaga,Spain,2021-01-08 12:32:29,2021-01-15 00:00:00
8e6b829b8480238ee436bc4341b995bc,9881bcdd5a0ad4733037b3fb25e69c3a,MAZDA,MX-5,MAZDA MX5 1.6 16V 2p.,7500,7500,Gasolina,1998,46000,90,2,Manual,Verde,11,True,AUTOMÓVILES JUÁREZ,Alicante,Spain,2020-12-15 17:33:40,2021-01-15 00:00:00
70c156b79f6f4596e21cdbeca9a65bca,9881bcdd5a0ad4733037b3fb25e69c3a,LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.0L TD4 Diesel 110kW 4x4 SE Dynamic 5p.,45600,,Diésel,2019,11000,150,5,Automático,Blanco,9,True,Vip Cars Levante,Valencia,Spain,2020-12-24 09:32:32,2021-01-15 00:00:00
5185efa6c986b157f4e92811c340d5e4,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase M,MERCEDES-BENZ Clase M ML 320 CDI 5p.,12500,12000,Diésel,2007,272852,224,5,Automático,Negro,17,True,Talleres Chapi,Orense,Spain,2020-12-15 21:16:49,2021-01-15 00:00:00
e20fcc989a4514470904a30a2267f28a,9881bcdd5a0ad4733037b3fb25e69c3a,VOLKSWAGEN,Touran,VOLKSWAGEN,7199,,Diésel,2015,200000,,5,Manual,,8,False,32164702f8ffd2b418d780ff02371e4c,Granada,Spain,2020-12-27 15:00:23,2021-01-15 00:00:00
15896d921c5c9676f85df6dfdb23878a,9881bcdd5a0ad4733037b3fb25e69c3a,CITROEN,Grand C4 Picasso,CITROEN Grand C4 Picasso 1.6 VTi 120cv Business 7p. 5p.,5490,,Gasolina,2011,149000,120,5,Manual,Gris / Plata,25,True,Honorio Martin Monge,Madrid,Spain,2021-01-14 11:36:54,2021-01-15 00:00:00
088575be904b53bc2581e103ecec7532,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 200 d 4MATIC 5p.,46500,46000,Diésel,2019,16307,163,5,Automático,Azul (Azul brillante metalizado),20,True,Visauto,Valencia,Spain,2021-01-07 13:42:37,2021-01-15 00:00:00
fb6c32fe1615bfa638105a1351a87c7a,9881bcdd5a0ad4733037b3fb25e69c3a,PEUGEOT,208,PEUGEOT 208 5P BUSINESS LINE 1.4 HDi 68 5p.,6800,5700,Diésel,2015,97666,68,5,Manual,Blanco,10,True,Mr Automotive,Madrid,Spain,2020-12-24 12:04:10,2021-01-15 00:00:00
60079fa85dd1a45217009a9bcd5e1522,9881bcdd5a0ad4733037b3fb25e69c3a,DAEWOO,Evanda,DAEWOO Evanda 2.0 CDX AUTO ano modelo 2004 4p.,2500,,Gasolina,2004,138000,131,4,Automático,Azul,18,True,Safor Auto,Valencia,Spain,2021-01-11 18:26:15,2021-01-15 00:00:00
5cfb65425d69403da87a8377061993f8,9881bcdd5a0ad4733037b3fb25e69c3a,FIAT,500,FIAT 500 1.2 8v 51kW 69CV Lounge 3p.,7500,,Gasolina,2017,40044,69,3,Manual,Blanco,11,True,Avia Car,Las Palmas,Spain,2020-12-18 17:46:41,2021-01-15 00:00:00
efa4271fcdb88648a144ad836574bc2a,9881bcdd5a0ad4733037b3fb25e69c3a,SEAT,Arona,SEAT Arona 1.0 TSI 85kW 115CV Xcellence Ecomotive 5p.,16290,14790,Gasolina,2019,28537,115,5,Manual,Blanco (BLANCO),14,True,GOmotor - Grup Oliva Motor,Tarragona,Spain,2021-01-15 10:38:40,2021-01-15 00:00:00
8aab2915c78943453cc508180ffff925,9881bcdd5a0ad4733037b3fb25e69c3a,RENAULT,Talisman,RENAULT Talisman Intens Energy dCi 96kW 130CV 4p.,13500,12900,Diésel,2016,147275,130,4,Manual,Blanco,22,True,Juan Manuel Vicente,Salamanca,Spain,2021-01-09 10:31:24,2021-01-15 00:00:00
a9e3abcd18c268236918a5e9538cda37,9881bcdd5a0ad4733037b3fb25e69c3a,RENAULT,Mégane,RENAULT Megane Zen Energy TCe 97kW 130CV 5p.,14900,12980,Gasolina,2018,21519,130,5,Manual,Marrón,16,True,Record Go Ocasión,Málaga,Spain,2021-01-11 18:19:41,2021-01-15 00:00:00
d5f9a13d6bd7f944d4944fba04d0ef2b,9881bcdd5a0ad4733037b3fb25e69c3a,JAGUAR,XJ,JAGUAR XJ XJ6 2.7D V6 Executive 4p.,9000,,Diésel,2007,144000,207,4,Automático,Blanco,7,False,0eab69d494fd01fa9f6d6d3956447cdc,Madrid,Spain,2020-11-11 13:08:52,2021-01-15 00:00:00
cef62d076873931ddb5f06ea5c719b6d,9881bcdd5a0ad4733037b3fb25e69c3a,LEXUS,IS,LEXUS IS 2.5 300h Executive 4p.,27900,26400,Híbrido,2018,23800,223,4,Automático,Beige,17,True,Grupo Breogán,Pontevedra,Spain,2021-01-11 15:47:02,2021-01-15 00:00:00
710393d515c635b3310ed03d94c5ef5a,9881bcdd5a0ad4733037b3fb25e69c3a,SKODA,Octavia,SKODA Octavia Combi 1.0 TSI 85KW 115CV DSG Like 5p.,17900,15700,Gasolina,2019,12200,115,5,Automático,Gris / Plata (Plata Brillante),20,True,Grup Jobacar,Barcelona,Spain,2020-12-22 19:26:40,2021-01-15 00:00:00
2bfa334902fedc038093d4f856554c09,9881bcdd5a0ad4733037b3fb25e69c3a,FORD,C-Max,FORD CMax 1.5 TDCi 120CV Trend Powershift 5p.,11990,11490,Diésel,2016,72134,120,5,Manual,Blanco,20,True,Marme Cars,Murcia,Spain,2021-01-11 11:29:25,2021-01-15 00:00:00
5cbdf1ae9938f7def852c0e853f9d284,9881bcdd5a0ad4733037b3fb25e69c3a,SEAT,Córdoba,SEAT Córdoba 1.9 TDI 100 CV REFERENCE 4p.,850,,Diésel,2004,336000,100,4,Manual,Gris / Plata,5,False,02a9234ed23380eaab0dcbc9e26f2b57,Madrid,Spain,2020-12-13 23:52:43,2021-01-15 00:00:00
37dd849927dd4b389c8e1bbe9c0b9f13,9881bcdd5a0ad4733037b3fb25e69c3a,PEUGEOT,208,PEUGEOT 208 BlueHDi 73kW 100CV Allure 5p.,17450,15450,Diésel,2020,8502,100,5,Manual,Blanco,28,True,Grupo Talauto V.O.,Toledo,Spain,2021-01-02 19:29:22,2021-01-15 00:00:00
f2dc3089933da556c6625fb1dedf7a70,9881bcdd5a0ad4733037b3fb25e69c3a,SEAT,León,SEAT Leon 1.6 TDI 105cv Reference 5p.,8495,8495,Diésel,2013,169000,105,5,Manual,Negro,25,True,Valencia Autos JCP,Valencia,Spain,2020-12-27 19:34:41,2021-01-15 00:00:00
1a39df3741d01c0c4d8dd5e0209a12ed,9881bcdd5a0ad4733037b3fb25e69c3a,OPEL,Insignia,OPEL Insignia 2.0 CDTI 130 CV Sport 4p.,3800,,Diésel,2010,268000,130,4,Manual,Gris / Plata,10,False,0d0de813c1105498e3435dd2fbf7fa26,Madrid,Spain,2020-10-24 14:55:27,2021-01-15 00:00:00
91aa018c6cfc0ea9aa08e94f569d2479,9881bcdd5a0ad4733037b3fb25e69c3a,NISSAN,X-TRAIL,NISSAN X-TRAIL 7 Plazas DIGT 120 kW 163 CV TEKNA 5p.,21000,,Gasolina,2018,36491,163,5,Manual,Gris / Plata,22,False,fac39391a9a3ed976313a3884e5d59e4,Asturias,Spain,2020-12-14 09:41:13,2021-01-15 00:00:00
154f07aa9cdf10b0089c4ecbbe62d507,9881bcdd5a0ad4733037b3fb25e69c3a,CITROEN,Berlingo,CITROEN Berlingo  3p.,3000,,Diésel,2009,332000,,3,Manual,Blanco,1,False,38e2b2e31c0fce9537f735dda9fdf10a,Cantabria,Spain,2020-12-30 14:03:17,2021-01-15 00:00:00
abeb5061afb31f3621404354f506222f,9881bcdd5a0ad4733037b3fb25e69c3a,FIAT,500,FIAT 500 1.2 8v 51kW 69CV Lounge 3p.,8495,7495,Gasolina,2017,58618,69,3,Manual,Rojo,47,True,VALENCIA-A,Alicante,Spain,2020-12-22 13:58:40,2021-01-15 00:00:00
eeb342a46ef403a1faf60d26892b241d,9881bcdd5a0ad4733037b3fb25e69c3a,CADILLAC,SRX,CADILLAC SRX 4.6 V8 Sport Luxury 5p.,6500,6500,Gasolina,2005,160000,325,5,Automático,Gris / Plata (GRIS),27,True,Kobe Motor,Madrid,Spain,2021-01-04 10:17:40,2021-01-15 00:00:00
dfb01e686873b214493db27613c54d9c,9881bcdd5a0ad4733037b3fb25e69c3a,AUDI,A4,AUDI A4 2.0 TDI 190CV quattro S tronic design ed 4p.,22800,22800,Diésel,2016,145000,190,4,Automático,Negro,24,True,Automoviles Jalon,Valladolid,Spain,2021-01-04 13:16:59,2021-01-15 00:00:00
89a086bd44fda1671ce27d1eae87e3b0,9881bcdd5a0ad4733037b3fb25e69c3a,VOLKSWAGEN,Golf,VOLKSWAGEN Golf VI 2.0 TDI 110cv DPF Advance 5p.,5400,,Diésel,2009,293000,110,5,Manual,Negro,12,False,d20370f4c00b7aed2a1b212c416f749e,Navarra,Spain,2020-11-08 16:45:44,2021-01-15 00:00:00
6ae0db6fa071e4121ed1bbbf048e4d6e,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 270 CDI ELEGANCE 4p.,5490,,Diésel,2005,248888,177,4,Automático,Gris / Plata,22,True,ECOVO - FERIA PERMANENTE DEL VEHÍCULO DE OCASIÓN,Madrid,Spain,2021-01-11 13:17:33,2021-01-15 00:00:00
4b2ab5aba01b26f547e4f700de3b8781,9881bcdd5a0ad4733037b3fb25e69c3a,FORD,Transit,FORD Transit  4p.,4200,,Diésel,1998,203000,,4,Manual,Blanco,8,False,e355ec3b68d0fffc37d181f2da9d2fa3,Cádiz,Spain,2020-12-14 07:59:16,2021-01-15 00:00:00
bb7fe950672c30c9fe170b2c8c947d1a,9881bcdd5a0ad4733037b3fb25e69c3a,AUDI,A4,AUDI A4 1.9 TDI 4p.,3900,,Diésel,2001,283537,130,4,Manual,Gris / Plata (ANTRACITA),9,True,Auto Iglemar Lugo,Lugo,Spain,2020-12-17 12:37:02,2021-01-15 00:00:00
59cdbbf46daddee2f92bdb1e10bd6764,9881bcdd5a0ad4733037b3fb25e69c3a,DS,DS 3,DS DS 3 PureTech 81kW EAT6 Performance Line 3p.,16950,14950,Gasolina,2019,8626,110,3,Automático,Negro,14,True,DS Alcobendas,Madrid,Spain,2020-12-27 16:54:39,2021-01-15 00:00:00
dfcc109b5f5cd2eeef90767e423e28ad,9881bcdd5a0ad4733037b3fb25e69c3a,BMW,Serie 3,BMW Serie 3 318d 4p.,12950,,Diésel,2012,148209,143,4,Manual,Gris / Plata (*SEV*),31,True,Ocasion Plus,Navarra,Spain,2021-01-05 15:39:49,2021-01-15 00:00:00
af1e57c3468fb10567a3a6a894c9ff55,9881bcdd5a0ad4733037b3fb25e69c3a,MASERATI,Ghibli,MASERATI Ghibli 3.0 V6 DS 275cv RWD 4p.,29900,28900,Diésel,2014,179677,275,4,Automático,Gris / Plata (SPORT),25,True,Autos Iontur,Madrid,Spain,2021-01-11 14:10:44,2021-01-15 00:00:00
d87e0c2aabbec4382b1db802f874ae9e,9881bcdd5a0ad4733037b3fb25e69c3a,SEAT,Ibiza,SEAT Ibiza 1.0 EcoTSI 85kW 115CV FR 5p.,16870,14870,Gasolina,2019,21870,115,5,Manual,E1E1 Rojo Desire (metalizado),9,True,Surmoción,Madrid,Spain,2021-01-08 10:48:43,2021-01-15 00:00:00
1d7d76c145ca5d2273fccd763b5f96d1,9881bcdd5a0ad4733037b3fb25e69c3a,HYUNDAI,i40,HYUNDAI i40 CW 1.7 CRDi GLS 136cv Style S 5p.,10700,9700,Diésel,2012,149990,136,5,Manual,Blanco,35,True,Flexicar Sevilla,Sevilla,Spain,2020-11-24 13:02:42,2021-01-15 00:00:00
e5eafc2c87b4f1862f17142033ad7bb6,9881bcdd5a0ad4733037b3fb25e69c3a,TOYOTA,Celica,TOYOTA Celica 1.8 VVTi 3p.,2700,,Gasolina,2000,295000,143,3,Manual,Gris / Plata,11,False,98db6b79acb71383b5a83e0bbc1cadd4,Tarragona,Spain,2020-12-24 14:59:20,2021-01-15 00:00:00
5e61678e4466242dcc5f35c4962c98b9,9881bcdd5a0ad4733037b3fb25e69c3a,NISSAN,Micra,NISSAN Micra 5p 1.2G 80 CV ACENTA PLUS 5p.,3600,,Gasolina,2010,94000,80,5,Manual,Negro,7,False,ff0e0d76b4248f9b043d671fc11f466e,Orense,Spain,2020-12-01 21:44:33,2021-01-15 00:00:00
9b505ab69eabc722f7af17fac65769b1,9881bcdd5a0ad4733037b3fb25e69c3a,ABARTH,500,ABARTH 500 1.4 16v TJet 135cv 3p.,8200,,Gasolina,2011,101000,135,3,Automático,Beige,8,False,e052450f29b2e0e9a53fd4eb389e25a9,Madrid,Spain,2021-01-14 19:01:13,2021-01-15 00:00:00
ae4ee63a5398b567b0841664d956dbb6,9881bcdd5a0ad4733037b3fb25e69c3a,MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E  4p.,5600,,Diésel,2004,185300,,4,Manual,Beige,9,False,40db95561db0eca0f01ab6472705736a,Murcia,Spain,2020-12-10 19:19:37,2021-01-15 00:00:00
